created_at,text,clean-text,location,place
Sat Nov 13 23:03:12 +0000 2021,b'Masks work \nK-12 schools without mask mandates in Michigan saw 62% more coronavirus spread https://t.co/S2UtG6HgwS',masks work k 12 schools without mask mandates in michigan saw 62 more coronavirus spread,"Chicago, USA","Oak Lawn, IL"
Sat Nov 13 23:02:24 +0000 2021,b'Hahahahaha...\nWE DONT NEED YOU. OVER\n75% ARE ALREADY VACCINATED.\n\nNEVER FORGET MARSHA SUPPORTS A CHILD RAPIST. https://t.co/1IJoaZzjRT',hahahahaha we dont need you over 75 are already vaccinated never forget marsha supports a child rapist,"Texas, USA","Garland, TX"
Sat Nov 13 23:02:49 +0000 2021,b'Rocking #11 today \xf0\x9f\xa4\x98\xf0\x9f\x8f\xbd Let\xe2\x80\x99s get it Casey https://t.co/2p9dvm0QRo https://t.co/P9gb8J9BZ4',rocking today let s get it casey,"Texas, USA","Austin, TX"
Sat Nov 13 23:03:34 +0000 2021,"b'Wonder when YOU can get the #COVID19 booster (if like me, you got AZx2): probably right now. Our friend and neighbo\xe2\x80\xa6 https://t.co/TL9WNkazrt'",wonder when you can get the booster if like me you got azx2 probably right now our friend and neighbo,Toronto🇨🇦🇮🇹 🇮🇪,"Toronto, Ontario"
Sat Nov 13 23:04:38 +0000 2021,b'This regime preys on fear and so many people are afraid. You can tell from their anger and lack of reasoning. Get o\xe2\x80\xa6 https://t.co/F2iIR8Vbt4',this regime preys on fear and so many people are afraid you can tell from their anger and lack of reasoning get o,Richie McPeak,"Forest City, FL"
Sat Nov 13 23:07:16 +0000 2021,b'I dunno. Maybe get vaccinated? https://t.co/FkRiMYtU76',i dunno maybe get vaccinated,"Spokane, Wash.","Lihue, HI"
Sat Nov 13 23:06:32 +0000 2021,b'@DeanAllisonMP my Mom and sister are voters in your riding.   \xe2\x80\x9cIvermectin\xe2\x80\x9d is NOT a cure for COVID-19',my mom and sister are voters in your riding ivermectin is not a cure for covid 19,"St Catharines, Ontario","St. Catharines, Ontario"
Sat Nov 13 23:09:07 +0000 2021,"b'It\'s kind of a relief nature\'s doing it\'s ""natural selection"" job.  I feel a little bit safer knowing we\'re safer w\xe2\x80\xa6 https://t.co/TUpLwCu1mK'",its kind of a relief natures doing its natural selection job i feel a little bit safer knowing were safer w,East Coast,"Pennsylvania, USA"
Sat Nov 13 23:08:28 +0000 2021,"b'I\xe2\x80\x99m such a failure \xe2\x80\xa6. \n\nCOVID-19 Test Result:\n\nThomas is NEGATIVE for COVID-19 based on the test taken on Nov 12, 2\xe2\x80\xa6 https://t.co/LDIYkWo2vY'",i m such a failure covid 19 test result thomas is negative for covid 19 based on the test taken on nov 12 2,"Calgary, Alberta; Canada","Calgary, Alberta"
Sat Nov 13 23:07:38 +0000 2021,"b'@kylenabecker Yes.Severe case 7/2020,treated with Dexa,Azithromycin, antivirals.Dr\xe2\x80\x99s, Nurses said take Zinc,D, C, w\xe2\x80\xa6 https://t.co/4xhvYwSTIW'",yes severe case 7 2020 treated with dexa azithromycin antivirals dr s nurses said take zinc d c w,Richie McPeak,"Forest City, FL"
Sat Nov 13 23:10:32 +0000 2021,"b'Rodgers ready to duel Wilson, Seahawks after stint on COVID-19 list\nhttps://t.co/icpIMj29UK'",rodgers ready to duel wilson seahawks after stint on covid 19 list,"Philadelphia, PA","Philadelphia, PA"
Sat Nov 13 23:12:01 +0000 2021,"b'Straight communities, get your houses in order. We can\xe2\x80\x99t carry you through this pandemic. #COVID19 #GetVaccinated https://t.co/ccMo8nNaVI'",straight communities get your houses in order we can t carry you through this pandemic,Arizona,"Tucson, AZ"
Sat Nov 13 23:12:15 +0000 2021,"b'@JoDavis95211724 @ReddingtonAlice Try following doctors on Twitter, eg. https://t.co/uyysp2lkku'",try following doctors on twitter eg,"Devon, UK","South West, England"
Sat Nov 13 23:16:22 +0000 2021,b'Fairly close to previous reports showing increased vaccination rates in the LGBTQ+ community. https://t.co/ds25Pwnfem',fairly close to previous reports showing increased vaccination rates in the lgbtq community,Arizona,"Tucson, AZ"
Sat Nov 13 23:18:19 +0000 2021,"b'Play dumb games, win stupid prices. https://t.co/ruYlWHB6Wa'",play dumb games win stupid prices,,"Reynosa, Tamaulipas"
Sat Nov 13 23:24:06 +0000 2021,"b'""The Trump administration repeatedly interfered with efforts by the CDC last year to issue warnings and guidance ab\xe2\x80\xa6 https://t.co/4f7cEcUREA'",the trump administration repeatedly interfered with efforts by the cdc last year to issue warnings and guidance ab,"Baltimore, MD","Owings Mills, MD"
Sat Nov 13 23:26:01 +0000 2021,"b'At @thewarehousenz in Masterton and waiting in line, not done that in a while #COVID19'",at in masterton and waiting in line not done that in a while,"Masterton District, New Zealan","Masterton District, New Zealand"
Sat Nov 13 23:25:18 +0000 2021,b'If the winter is about to cause hundreds of thousands of more patients for @nhs due to flu and covid surely you sho\xe2\x80\xa6 https://t.co/dcAtcBikSq',if the winter is about to cause hundreds of thousands of more patients for due to flu and covid surely you sho,"London, England","Lewisham, London"
Sat Nov 13 23:25:41 +0000 2021,b'@hornchurchammer @frankum_ian @DOWHU_1995 @MarshyBoy26 @charlieflorey 1/3 Now it has been confirmed that new Covid-\xe2\x80\xa6 https://t.co/ktDO20TJ1P',1 3 now it has been confirmed that new covid,Could literally be anywhere🌍 ,"Doddinghurst, East"
Sat Nov 13 23:28:31 +0000 2021,b'CDC: No Record of Naturally Immune Transmitting COVID-19 https://t.co/6WcP7CKPnF\n \nDownload our app to read more at https://t.co/fe3W16LZjq',cdc no record of naturally immune transmitting covid 19 download our app to read more at,,"Lady Lake, FL"
Sat Nov 13 23:28:19 +0000 2021,"b'""White House adviser Scott Atlas worked to curtail access to coronavirus tests last year. According to Birx, Atlas\xe2\x80\xa6 https://t.co/HhlZo97pRK'",white house adviser scott atlas worked to curtail access to coronavirus tests last year according to birx atlas,"Baltimore, MD","Owings Mills, MD"
Sat Nov 13 23:31:26 +0000 2021,b'Right! Dka https://t.co/PplB9acA1q',right dka,,"Makindu, Kenya"
Sat Nov 13 23:31:16 +0000 2021,b'@wearynomad1 @normanswan Yep..recently retired RN (Family) informed us her registration is being paid for by\xe2\x80\xa6 https://t.co/tC5tlrp6Km',yep recently retired rn family informed us her registration is being paid for by,"Adelaide, SA (Kaurna Land)","Adelaide, South Australia"
Sat Nov 13 23:30:20 +0000 2021,b'@DrTomFrieden Tell me this have you ever seen a virus mutate so quickly as COVID19 virus has since it was identified in December of 2019.',tell me this have you ever seen a virus mutate so quickly as covid19 virus has since it was identified in december of 2019,"Georgia, USA","Georgia, USA"
Sat Nov 13 23:33:23 +0000 2021,b'The Cop say don\xe2\x80\x99t play smart \xe2\x80\xa6. https://t.co/2M5onxyhql',the cop say don t play smart,"Nassau, The Bahamas",Bahamas
Sat Nov 13 23:34:16 +0000 2021,"b""OSHA has no say in the vaccines its not there job and they can be fired in your state buy your Governor!! They can'\xe2\x80\xa6 https://t.co/sgrLhIhlP4""",osha has no say in the vaccines its not there job and they can be fired in your state buy your governor they can,"Florida, USA","Clermont, FL"
Sat Nov 13 23:34:55 +0000 2021,b'THIS POS BELONGS IN PRISON HE IS A CORRUPT POS https://t.co/8KwduDCB1S',this pos belongs in prison he is a corrupt pos,"Florida, USA","Clermont, FL"
Sat Nov 13 23:35:01 +0000 2021,b'this is stupid https://t.co/L0qWe2WV4b',this is stupid,Sheffield/Liverpool,"Liverpool, England"
Sat Nov 13 23:33:36 +0000 2021,b'@RaRaBin2 @chrisvanderveen This seems to be right in line.\n\nhttps://t.co/PIYwbBIqKG',this seems to be right in line,,"Colorado, USA"
Sat Nov 13 23:35:51 +0000 2021,"b'Not there yet, \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6. Please #GetVaccinated. \xf0\x9f\x92\x89 https://t.co/dBw8ZOAUUC'",not there yet please,"Cape Breton, or wishing I were","Ottawa, Ontario"
Sat Nov 13 23:39:52 +0000 2021,"b'@Kellie_Tallant Perfectly healthy. But have type one diabetes and haemochromatosis, underlying illness but no life\xe2\x80\xa6 https://t.co/MrEMCevajm'",perfectly healthy but have type one diabetes and haemochromatosis underlying illness but no life,Salford ,"Salford, England"
Sat Nov 13 23:40:36 +0000 2021,b'@karamballes https://t.co/308jh2pIgs. Cambridge Analytics meets US evangelicals. Interesting in relation to this:\nW\xe2\x80\xa6 https://t.co/lTOd2pQu9k',cambridge analytics meets us evangelicals interesting in relation to this w,"Oxford, England","Marsh Baldon, England"
Sat Nov 13 23:41:37 +0000 2021,"b'@AishaYesufu @Squadrondavid Same thing we did @Miraclegeraldin, ours was during #COVID19 tho.'",same thing we did ours was during tho,Mars ,"Federal Capital Territory, Nigeria"
Sat Nov 13 23:44:20 +0000 2021,b'@JenBenPowers We do book character dress up day as well and I bought a Star Trek the next generation one of these a\xe2\x80\xa6 https://t.co/HrFTX6zIW5',we do book character dress up day as well and i bought a star trek the next generation one of these a,"Elkins, AR","Elkins, AR"
Sat Nov 13 23:43:10 +0000 2021,"b'But, sure, we can trust the numbers. https://t.co/aGDhxk1BtW'",but sure we can trust the numbers,,"Traverse City, MI"
Sat Nov 13 23:44:12 +0000 2021,"b'Survivors, not experiments! https://t.co/Nvu7yrPTGk'",survivors not experiments,Guam,"Afame, GU"
Sat Nov 13 23:45:27 +0000 2021,"b'Despite the fact that India did a great job in fighting #COVID19, this stupid bastard cartoonist @anoopamartya dare\xe2\x80\xa6 https://t.co/oqI3DT7OEq'",despite the fact that india did a great job in fighting this stupid bastard cartoonist dare,"New York, USA","Greenville, NY"
Sat Nov 13 23:47:08 +0000 2021,b'Get vaccinated. This isn\xe2\x80\x99t hard. https://t.co/gixo1O637B',get vaccinated this isn t hard,"Toronto, Canada","Whitby, Ontario"
Sat Nov 13 23:47:59 +0000 2021,b'Thank you all for your immense support in the Black Community Wellness Hub event \nWell. More than 70 residents part\xe2\x80\xa6 https://t.co/5b1zt2zX0q',thank you all for your immense support in the black community wellness hub event well more than 70 residents part,"Toronto, Ontario","Toronto, Ontario"
Sat Nov 13 23:54:42 +0000 2021,b'This is a scandal that must stop now. @MinPres @hugodejonge https://t.co/d96QPCPnNo',this is a scandal that must stop now,Utrecht,"Utrecht, The Netherlands"
Sat Nov 13 23:55:33 +0000 2021,b'@fordnation @C_Mulroney @PBethlenfalvy #VoteFordOut2022 \xf0\x9f\xa4\xa1\n#ConservativeParty \nAlways\n#ConParty \n\n#Duck\xf0\x9f\xa6\x86 Oops #Doug\xe2\x80\xa6 https://t.co/GJGXpUyYWv',always oops,Toronto Ontario Canada,"Toronto, Ontario"
Sat Nov 13 23:55:36 +0000 2021,"b'@RepThomasMassie Floridian.Severe case 7/2020,treated with Dexa,Azithromycin, antivirals.Dr\xe2\x80\x99s,Nurses said take Zinc\xe2\x80\xa6 https://t.co/yOYpV231Oc'",floridian severe case 7 2020 treated with dexa azithromycin antivirals dr s nurses said take zinc,Richie McPeak,"Forest City, FL"
Sat Nov 13 23:58:16 +0000 2021,b'Cleveland Orchestra cancels Saturday\xe2\x80\x99s concert due to musician possibly having coronavirus https://t.co/ApW8UxhJXX',cleveland orchestra cancels saturday s concert due to musician possibly having coronavirus,"Columbus, Ohio","Powell, OH"
Sat Nov 13 23:59:24 +0000 2021,b'Agreed https://t.co/64FExk15l9',agreed,"San Francisco, CA","Fremont, CA"
Sun Nov 14 00:02:21 +0000 2021,b'Experts in Singapore have said all the signs are Australia will see a similar surge in cases. Full story:\xe2\x80\xa6 https://t.co/NkuYm7HKx3',experts in singapore have said all the signs are australia will see a similar surge in cases full story,Sydney Australia,"Sydney, New South Wales"
Sun Nov 14 00:02:55 +0000 2021,b'This!! \xf0\x9f\x91\x87 (and wear a mask) https://t.co/2P6XJ4ahXb',this and wear a mask,"Plymouth, England","Plymouth, England"
Sun Nov 14 00:05:53 +0000 2021,b'Only stoping germs in the ground from growing in the food Deer eatI found this on NewsBreak \xe2\x80\x93 the #1 local news app\xe2\x80\xa6 https://t.co/6ySMa6oU48',only stoping germs in the ground from growing in the food deer eati found this on newsbreak the local news app,"Marion, SC","Marion, SC"
Sun Nov 14 00:08:26 +0000 2021,"b""Y'all Okies ain't qualified to be deployed anymore. That's all you Mofos. Enjoy that Big Chicken Dinner, Boys https://t.co/q6JoVqxryY""",yall okies aint qualified to be deployed anymore thats all you mofos enjoy that big chicken dinner boys,Haverhill MA,"Haverhill, MA"
Sun Nov 14 00:08:38 +0000 2021,"b""One man's courage is an example to business leaders everywhere. \n\nhttps://t.co/nzoSvouygF""",one mans courage is an example to business leaders everywhere,Auckland,"Auckland, New Zealand"
Sun Nov 14 00:10:44 +0000 2021,b'Catch me wearing my mask all the way to my car just to keep my face warm. #Winter #COVID19 #Mask',catch me wearing my mask all the way to my car just to keep my face warm,"Wisconsin, USA","Wisconsin, USA"
Sun Nov 14 00:14:31 +0000 2021,b'.@DMRegister/@JASelzer Iowa Poll:\n\nDo you approve or disapprove of the way Joe Biden is handling\xe2\x80\xa6?\n\n% Approve/Disap\xe2\x80\xa6 https://t.co/WfaoCFfnXa',iowa poll do you approve or disapprove of the way joe biden is handling approve disap,"Miami Beach, Florida","Bay Harbor Islands, FL"
Sun Nov 14 00:18:00 +0000 2021,"b'So strange that a vaccine that ""protects"" you from Covid-19 does not protect you from the unvaccinated'",so strange that a vaccine that protects you from covid 19 does not protect you from the unvaccinated,"Allentown, PA","Pennsylvania, USA"
Sun Nov 14 00:20:08 +0000 2021,b'Deer meat is food for a lot of peopleI found this on NewsBreak \xe2\x80\x93 the #1 local news app used by 45+ million people:\xe2\x80\xa6 https://t.co/i9el3T8ezo',deer meat is food for a lot of peoplei found this on newsbreak the local news app used by 45 million people,"Marion, SC","Marion, SC"
Sun Nov 14 00:19:17 +0000 2021,"b'@dwnews If people have to pay, they get tested less often, which reduces the number of cases to report, which doesn\xe2\x80\xa6 https://t.co/HF6K3IwMUA'",if people have to pay they get tested less often which reduces the number of cases to report which doesn,"NE Florida, USA","Asbury Lake, FL"
Sun Nov 14 00:20:20 +0000 2021,b'@amvetsupport 250k less. COVID-19 killed the morons.',250k less covid 19 killed the morons,Maine,"Maine, USA"
Sun Nov 14 00:26:51 +0000 2021,b'Its been hard to keep this a secret BUT the Suffolk Family YMCA will be hosting a Covid-19 Pediatric Vaccine Clinic\xe2\x80\xa6 https://t.co/sqPsvKuf4C',its been hard to keep this a secret but the suffolk family ymca will be hosting a covid 19 pediatric vaccine clinic,,"Suffolk, VA"
Sun Nov 14 00:26:23 +0000 2021,"b'@Specneedsmom4 @SarahWW @SciInsider HER exact words: None of the kids in the trials, including placebo group, had s\xe2\x80\xa6 https://t.co/Yc9QyuNJpY'",her exact words none of the kids in the trials including placebo group had s,"Savannah, GA","Savannah, GA"
Sun Nov 14 00:27:31 +0000 2021,b'4/ The current #COVID19 pandemic has shown us that the rich keep getting richer whilst the poor keep getting poor\xe2\x80\xa6t\xe2\x80\xa6 https://t.co/GZsODFxubp',4 the current pandemic has shown us that the rich keep getting richer whilst the poor keep getting poor t,"Tasmania, Australia","Penguin, Tasmania"
Sun Nov 14 00:27:45 +0000 2021,"b'Smaller needle, lower dose, fewer side effects, same benefit: What to know about the newly authorized COVID-19 vacc\xe2\x80\xa6 https://t.co/jBObCba7MR'",smaller needle lower dose fewer side effects same benefit what to know about the newly authorized covid 19 vacc,"NEW YORK TOUGH, USA","Fairport, NY"
Sun Nov 14 00:27:29 +0000 2021,b'I sure hope he\xe2\x80\x99s OK. https://t.co/hixMLfJACS',i sure hope he s ok,"Pittsburgh, PA","Ross Township, PA"
Sun Nov 14 00:27:24 +0000 2021,"b""I am exempt from wearing a face covering. On Thursday, a lady told me that exemptions weren't allowed in her shop a\xe2\x80\xa6 https://t.co/ByPcyCkacT""",i am exempt from wearing a face covering on thursday a lady told me that exemptions werent allowed in her shop a,,United Kingdom
Sun Nov 14 00:28:35 +0000 2021,b'The parents of #WesternOregon are poorly educated assesses of sick horses \xf0\x9f\x98\xa1\xe2\x80\xbc\xef\xb8\x8fTheir #SchoolNurses are heroes.  https://t.co/bxrCRQw2E5',the parents of are poorly educated assesses of sick horses their are heroes,"Salisbury, CT",Washining Lake
Sun Nov 14 00:28:32 +0000 2021,b'Who should be fired? https://t.co/keI0hG7WHp',who should be fired,"Vancouver, British Columbia","Vancouver, British Columbia"
Sun Nov 14 00:28:11 +0000 2021,"b'Great decision, James! Stay safe, y\xe2\x80\x99all. https://t.co/EDQaAdyoLc'",great decision james stay safe y all,"Manhattan, NY","Manhattan, NY"
Sun Nov 14 00:30:11 +0000 2021,"b'Yesterday, I watched the worse in our humanity, walk right past me. All privileged (thick) locals with the odd tour\xe2\x80\xa6 https://t.co/XAWXvgWWoD'",yesterday i watched the worse in our humanity walk right past me all privileged thick locals with the odd tour,"SE Region, Victoria, AU.","Melbourne, Victoria"
